path,reason
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\nimbus-breath.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  Citadel in Golarion's Mwangi Expanse create bottles of _nimbus breath_ by capturing"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\noisemaker-snare.md,"Invalid YAML: Unsupported frontmatter at line 34: '  loud clockwork device, which explodes with a bang that can be heard from 200 feet'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\nomads-shawl.md,"Invalid YAML: Unsupported frontmatter at line 34: '  the shawl, you always know which direction is north and gain a +1 item bonus to'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\noppera-bo-hood.md,Invalid YAML: Unsupported frontmatter at line 34: '  sack of skin that feels uncannily warm to the touch. When you wear this hood and'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\north-winds-night-verse.md,"Invalid YAML: Unsupported frontmatter at line 34: '  uncomfortably so. Unadorned and with no tsuba, its honed blade is carved from a'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\nosoi-charm-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  outside of the Boneyard, so it's common for psychopomps venturing to other planes"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\nosoi-charm.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  outside of the Boneyard, so it's common for psychopomps venturing to other planes"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\nostalgic-pot.md,"Invalid YAML: Unsupported frontmatter at line 34: '  owner. While this pot is on your person, you get a +1 item bonus to saves against'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\noxious-incense-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  incense comes coated with a bevy of alchemical smoke that activates in the presence'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\noxious-incense.md,Invalid YAML: Unsupported frontmatter at line 34: '  incense comes coated with a bevy of alchemical smoke that activates in the presence'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\noxious-jerkin.md,"Invalid YAML: Unsupported frontmatter at line 34: '  strung with dried organs and preserved xulgath scent glands. When worn, it infuses'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\numbing-tonic-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  through the pain of battle and shrug off otherwise debilitating blows. You gain'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\numbing-tonic-(lesser).md,Invalid YAML: Unsupported frontmatter at line 34: '  through the pain of battle and shrug off otherwise debilitating blows. You gain'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\numbing-tonic-(major).md,Invalid YAML: Unsupported frontmatter at line 34: '  through the pain of battle and shrug off otherwise debilitating blows. You gain'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\numbing-tonic-(minor).md,Invalid YAML: Unsupported frontmatter at line 34: '  through the pain of battle and shrug off otherwise debilitating blows. You gain'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\numbing-tonic-(moderate).md,Invalid YAML: Unsupported frontmatter at line 34: '  through the pain of battle and shrug off otherwise debilitating blows. You gain'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\numbing-tonic-(true).md,Invalid YAML: Unsupported frontmatter at line 34: '  through the pain of battle and shrug off otherwise debilitating blows. You gain'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\numerian-steel-breastplate.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  plating of one of Numeria's large robots. It protects the wearer from harsh elements"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\N\nyctessas-staff.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  spiraling out of its base with a skull swinging from the spine's tip. It was handcrafted"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oak-potion.md,"Invalid YAML: Unsupported frontmatter at line 34: '  draft, your skin thickens like bark. You gain the effects of a 2nd-rank [[Spells/Oaken'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oath-of-the-devoted.md,"Invalid YAML: Unsupported frontmatter at line 34: '  undead creature with the zombie trait on the next round; if you are a PC, you become'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oathlamp-of-accord.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  as a normal [[Equipment/Lantern (Hooded)|Hooded Lantern]], except that it isn't"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\obfuscation-oil.md,Invalid YAML: Unsupported frontmatter at line 34: '  gel on a single item with a Bulk of 3 or less to ward it against magical detection.'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oblivion-essence.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  of Abaddon's rivers, oblivion essence causes victims to rapidly age and decay. \\"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\obsidian-edge-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  seeps along its many cracks and crags, and the handle is hot but not scalding to'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\obsidian-edge-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: '  seeps along its many cracks and crags, and the handle is hot but not scalding to'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\obsidian-edge-(true).md,"Invalid YAML: Unsupported frontmatter at line 34: '  gun sword_. Magma seeps along its many cracks and crags, and the handle is hot but'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\obsidian-edge.md,"Invalid YAML: Unsupported frontmatter at line 34: '  along its many cracks and crags, and the handle is hot but not scalding to the touch.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\obsidian-goggles-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  more brightly lit. While wearing the goggles, you gain a +2 item bonus to Perception'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\obsidian-goggles-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: '  more brightly lit. While wearing the goggles, you gain a +3 item bonus to Perception'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\obsidian-goggles.md,"Invalid YAML: Unsupported frontmatter at line 34: '  more brightly lit. While wearing the goggles, you gain a +1 item bonus to Perception'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\occult-scroll-case-of-simplicity.md,"Invalid YAML: Unsupported frontmatter at line 34: '  adornments appropriate to their magical tradition, such as angelic wings or otherworldly'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ochre-fulcrum-lens.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  of how often it's polished, though it doesn't impede light shining through it. \\"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\octopus-bottle.md,"Invalid YAML: Unsupported frontmatter at line 34: '  against the sides of this bottle, obscuring the rest of its contents. When opened,'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\octopus-potion-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  in suckers pop out from the sides of your body when you imbibe this potion. The'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\octopus-potion-(lesser).md,Invalid YAML: Unsupported frontmatter at line 34: '  in suckers pop out from the sides of your body when you imbibe this potion. The'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\octopus-potion-(moderate).md,Invalid YAML: Unsupported frontmatter at line 34: '  in suckers pop out from the sides of your body when you imbibe this potion. The'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oculus-of-abaddon.md,Invalid YAML: Unsupported frontmatter at line 34: '  by one of the Four Horsemen of the Apocalypse as a way to reward those who work'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ogre-spider-filament.md,"Invalid YAML: Unsupported frontmatter at line 34: '  sticks to the target of a [[Spells/Spider Sting|Spider Sting]] spell, hampering'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-animation.md,Invalid YAML: Unsupported frontmatter at line 34: '  oil onto a melee weapon to grant it the _[[Equipment/Animated|Animated]]_ rune.'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-corpse-restoration.md,Invalid YAML: Unsupported frontmatter at line 34: '  thick purple gel so that the dead can temporarily assume their appearance in life'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-dynamism-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  in a small blue canister. Carefully spreading the oil over an object turns it into'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-dynamism.md,Invalid YAML: Unsupported frontmatter at line 34: '  in a small blue canister. Carefully spreading the oil over an object turns it into'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-keen-edges.md,"Invalid YAML: Unsupported frontmatter at line 34: '  applied to a melee weapon that deals piercing or slashing damage, the weapon grows'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-mending.md,Invalid YAML: Unsupported frontmatter at line 34: '  appears to have countless translucent threads swirling within. Applying this oil'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-potency-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  viscous oil to a weapon or suit of armor, that item immediately becomes magically'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-potency-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: '  viscous oil to a weapon or suit of armor, that item immediately becomes magically'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-potency.md,"Invalid YAML: Unsupported frontmatter at line 34: '  viscous oil to a weapon or suit of armor, that item immediately becomes magically'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-repulsion.md,Invalid YAML: Unsupported frontmatter at line 34: '  charged iron filings repelled into opposite ends of the vial. For 1 minute after'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-revelation.md,"Invalid YAML: Unsupported frontmatter at line 34: '  by humans as a tool to help them fight in darkness, holds flecks of tiny gemstones'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-skating.md,Invalid YAML: Unsupported frontmatter at line 34: '  a golden hue. Coating your shoes or feet with oil of skating enables you to skate'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-swiftness.md,"Invalid YAML: Unsupported frontmatter at line 34: '  which hisses upon application, to give it the benefits of the [[Equipment/Quickstrike|Speed]]'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-unlife-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  a bone-deep chill while rapidly repairing an undead creature's physical or spiritual"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-unlife-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  a bone-deep chill while rapidly repairing an undead creature's physical or spiritual"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-unlife-(major).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  a bone-deep chill while rapidly repairing an undead creature's physical or spiritual"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-unlife-(minor).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  a bone-deep chill while rapidly repairing an undead creature's physical or spiritual"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-unlife-(moderate).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  a bone-deep chill while rapidly repairing an undead creature's physical or spiritual"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-weightlessness-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  oil on an item of 2 Bulk or less to make it feel weightless. It has negligible Bulk'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oil-of-weightlessness.md,Invalid YAML: Unsupported frontmatter at line 34: '  oil on an item of 1 Bulk or less to make it feel weightless. It has negligible Bulk'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oily-button.md,Invalid YAML: Unsupported frontmatter at line 34: '  You succeed at an Athletics check to Disarm  **Requirements** You are an expert'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\old-tillimaquin.md,Invalid YAML: Unsupported frontmatter at line 34: '  an immense slab of ironwood. The beast is roughly the size and shape of a wolverine'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\olfactory-obfuscator-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  drinker's body to exude trace odor absorbing oils. For 8 hours after drinking this"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\olfactory-obfuscator-(lesser).md,"Invalid YAML: Unsupported frontmatter at line 34: ""  drinker's body to exude trace odor absorbing oils. For 10 minutes after drinking"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\olfactory-stimulators-bloodhound.md,Invalid YAML: Unsupported frontmatter at line 35: '  Your olfactory stimulators twitch as they gather even more information. You gain'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\olfactory-stimulators.md,Invalid YAML: Unsupported frontmatter at line 34: '  to provide sensory information as it reacts to nearby odors and other scents. A'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ommatophoric-mutagen.md,"Invalid YAML: Unsupported frontmatter at line 34: '  sockets and extend upwards from your head on long, prehensile stalks, greatly enhancing'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\omnidirectional-spear-snare.md,"Invalid YAML: Unsupported frontmatter at line 34: '  wickedly powerful spears at the creature from all directions, dealing 15d8 piercing'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\one-hour-flower.md,"Invalid YAML: Unsupported frontmatter at line 34: '  and sports fans, the seeds of these ephemeral plants grow and bloom immediately'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\one-hundred-victories.md,Invalid YAML: Unsupported frontmatter at line 34: '  to withstand the attacks of your enemies. Orc warriors covet these scar patterns'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\onslaught-hide.md,Invalid YAML: Unsupported frontmatter at line 34: '  beasts. It has an armor check penalty of –1 instead of –2. When you use the [[Feats/Sudden'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\onyx-panther.md,"Invalid YAML: Unsupported frontmatter at line 34: '  is sculpted into a stylized panther shape. When you activate it, use a [[Actions/Sneak|Sneak]]'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ooze-ammunition-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  is a capsule containing a sticky substance. If you hit a creature with activated'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ooze-ammunition-(lesser).md,Invalid YAML: Unsupported frontmatter at line 34: '  is a capsule containing a sticky substance. If you hit a creature with activated'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ooze-ammunition-(major).md,Invalid YAML: Unsupported frontmatter at line 34: '  is a capsule containing a sticky substance. If you hit a creature with activated'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ooze-ammunition-(moderate).md,Invalid YAML: Unsupported frontmatter at line 34: '  is a capsule containing a sticky substance. If you hit a creature with activated'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ooze-skin.md,"Invalid YAML: Unsupported frontmatter at line 34: '  extract from oozes, which can be reactivated in the presence of a strong acid. A'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oozepick-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  lock or similar mechanism to create a set of malleable lockpicks and tools that'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\open-mind.md,Invalid YAML: Unsupported frontmatter at line 35: '  envision  **Frequency** once per hour  * * *  **Effect** Abraxas opens your inner'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oracular-crown.md,"Invalid YAML: Unsupported frontmatter at line 34: '  worsens, the appearance of the crown changes, introducing extreme angles, stronger'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oracular-hag-eye.md,"Invalid YAML: Unsupported frontmatter at line 34: '  mounted on a brooch or ring, but the stone is, in fact, an eyeball. This illusion'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\orb-shard.md,Invalid YAML: Unsupported frontmatter at line 34: '  crystal about the size and shape of a shortsword without a hilt. It functions as'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\orc-knuckle-dagger.md,"Invalid YAML: Unsupported frontmatter at line 34: '  blades jutting from each end, or sometimes one blade like that of a katar.""'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\orc-necksplitter.md,"Invalid YAML: Unsupported frontmatter at line 34: '  separating bone from tendon and cartilage.""'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\orc-skewermaul.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  the orcs driven before them adapted to their tactics—including dwarves' heavily"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\orchestral-brooch.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  You attempt a Performance check, but you haven't rolled yet  **Requirements** You're"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\origin-unguent.md,Invalid YAML: Unsupported frontmatter at line 34: '  mild chemical bonds between objects with a matching composition. You apply the adhesive'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\orm-choker.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  orm. Its interior is lined with the creature's silky hair. While wearing an _orm"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\osteomancers-pouch.md,"Invalid YAML: Unsupported frontmatter at line 34: '  knucklebones. When rolled, the dice grant you a vision of a distant location, though'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ouroboros-buckles.md,"Invalid YAML: Unsupported frontmatter at line 34: '  armor_ is deep red in color, favored by assassins who worship Norgorber or Asmodeus,'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ouroboros-flail-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  greater extending war flail_. It magically grows new links when extended and loses'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ouroboros-flail-(major).md,Invalid YAML: Unsupported frontmatter at line 34: '  greater extending war flail_. It magically grows new links when extended and loses'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\ouroboros-flail.md,Invalid YAML: Unsupported frontmatter at line 34: '  extending war flail_. It magically grows new links when extended and loses them'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\overloaded-brain-grenade.md,Invalid YAML: Unsupported frontmatter at line 34: '  alchemist to rig the brain container of a defeated alchemical golem to create a'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\owlbear-egg.md,"Invalid YAML: Unsupported frontmatter at line 34: '  boiled, but when infused with a mix of alchemical reagents, they also make you emit'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\O\oxygen-ooze.md,Invalid YAML: Unsupported frontmatter at line 34: '  ooze to cause it to expand into a bubble of slime that envelops your mouth and nose.'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pact-bound-pistol.md,"Invalid YAML: Unsupported frontmatter at line 34: '  Tasya Iserav, this _+1 striking fearsome dueling pistol_ is a work of master craftsmanship,'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pactmasters-grace.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  Zephyr Guards, and favorite retainers, a pactmaster's grace is a crystal-studded"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\paired-(greater).md,"Invalid YAML: Unsupported frontmatter at line 35: '  The paired items are both invested, typically by two different characters, and are'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\paired-(major).md,"Invalid YAML: Unsupported frontmatter at line 35: '  The paired items are both invested, typically by two different characters, and are'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\palanquin-of-night.md,"Invalid YAML: Unsupported frontmatter at line 34: '  of the night sky, shifting each day to match the sky above Geb the previous night.\\'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pale-fade.md,"Invalid YAML: Unsupported frontmatter at line 34: '  sharp, earthy scent. The poison rapidly desiccates flesh, which then crumbles and'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\palette-of-masterstrokes.md,"Invalid YAML: Unsupported frontmatter at line 35: '  produce a wide range of colorful pigments, granting you a +2 item bonus to Crafting'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pallesthetic-mutagen.md,Invalid YAML: Unsupported frontmatter at line 34: '  to the tiniest of vibrations through solid surfaces and even the very air around'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\palm-crossbow.md,Invalid YAML: Unsupported frontmatter at line 34: '  that can hold a single blowgun dart. You can fire the dart normally from the bracelet.'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\panacea-fruit.md,"Invalid YAML: Unsupported frontmatter at line 34: '  fruit into another, but always appearing at the peak of ripeness.  When you consume'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\panaceatic-salve.md,"Invalid YAML: Unsupported frontmatter at line 34: '  originally only intended for use as an analgesic. That being said, popular folklore'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pantograph-gauntlet.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  frame and attached to your outer arm with a series of leather straps. The frame's"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\paper-shredder.md,"Invalid YAML: Unsupported frontmatter at line 34: '  symbols inscribed upon it, incriminating legal documents, or just simply paper waste,'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\parade-armor.md,Invalid YAML: Unsupported frontmatter at line 34: '  armor to wear during noncombat functions. Any medium or heavy armor can be fashioned'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\paradise-light.md,Invalid YAML: Unsupported frontmatter at line 34: '  of the plane of Nirvana which is trapped within Gloaming Arbor. A _paradise light_'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\parchment-of-direct-message.md,"Invalid YAML: Unsupported frontmatter at line 34: '  burned into the corner. The two sheets are magically linked, though if either of'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\parchment-of-secrets.md,"Invalid YAML: Unsupported frontmatter at line 34: '  with illusion magic, allowing for the transfer of secret messages. You can fill'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\passage-charm.md,Invalid YAML: Unsupported frontmatter at line 34: '  given by Avathrael Realmshaper to their allies to allow them to navigate the heart'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\passage-pane.md,"Invalid YAML: Unsupported frontmatter at line 34: '  a gray cast. The mirror reflects its surroundings in muted colors, and any living'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pathfinder-chronicle.md,Invalid YAML: Unsupported frontmatter at line 34: '  cataloging different adventures. Pathfinder Chronicles are a type of scholarly journal'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pathfinders-coin.md,Invalid YAML: Unsupported frontmatter at line 34: '  gold and platinum wires inside the coin causes it to float an inch in the air and'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pathfinders-mentor.md,Invalid YAML: Unsupported frontmatter at line 34: '  \\  **Communication** telepathy (Common and two other common languages)  **Skills**'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pathfinders-pouch.md,Invalid YAML: Unsupported frontmatter at line 34: '  in places where the Society is not welcome. It is constantly under the effects of'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\peace-in-dreams-tea.md,"Invalid YAML: Unsupported frontmatter at line 34: '  \\  * * *  This creamy tea is made from warm soy milk steeped with whole, dried chrysanthemum'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\peachwood-talisman.md,"Invalid YAML: Unsupported frontmatter at line 34: '  *  Symbols of good fortune and luck are carved on this thin, square wooden plaque.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pendant-of-the-occult-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  cavity typically holds some fragment of occult text. While wearing the pendant,'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pendant-of-the-occult.md,"Invalid YAML: Unsupported frontmatter at line 34: '  cavity typically holds some fragment of occult text. While wearing the pendant,'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\penetrating-ammunition.md,Invalid YAML: Unsupported frontmatter at line 34: '  \\  This ammunition has a slender shape and a viciously pointed tip. When you activate'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\pepper-poultice.md,Invalid YAML: Unsupported frontmatter at line 34: '  has been fermented into a potent poultice to expel toxins from the body. When you'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\perfect-droplet-(greater).md,Invalid YAML: Unsupported frontmatter at line 34: '  DC of any spell cast by Activating this item is 24.  *   **Armor** You gain resistance'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\perfect-droplet-(major).md,Invalid YAML: Unsupported frontmatter at line 34: '  DC of any spell cast by Activating this item is 29.  *   **Armor** You gain resistance'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\perfect-droplet.md,Invalid YAML: Unsupported frontmatter at line 34: '  DC of any spell cast by Activating this item is 17.  *   **Armor** You gain resistance'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\perfected-robes.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  shape of a human hand, can't be soiled or blemished. While wearing _perfected robes_,"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\perfections-first-step.md,"Invalid YAML: Unsupported frontmatter at line 34: '  contains an incomplete philosophical treatise about perfection, which you must complete'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\P\periscopic-viewfinder.md,Invalid YAML: Unsupported frontmatter at line 34: '  slowly rotates around a cluster of angled mirrors and a light-filled orb. When you'
